nome,slopes,lincoeff
1071,0.011715583441656002,0
1082,0.009442413493205112,0
1084,0.01260094738266096,0
1091,0.011093091822976823,0
1131,0.010805560522250835,0
1132,0.01102284870533777,0
1140,0.011676921228760288,0
1158,0.012085365116210271,0
1190,0.01189139560211487,0
1192,0.012227661806813107,0
1195,0.011926172341642468,0
1197,0.01327300044310222,0
1619,0.0110559076988738,0
1621,0.012493430128608308,0
1628,0.010704471781006043,0
1632,0.012148947119962257,0
1634,0.011490249314634373,0
1635,0.009629279098318176,0
1636,0.011694590042766679,0
1639,0.01216972608380716,0
1640,0.011830062653884428,0
1642,0.01113791529637937,0
1643,0.013014456234829963,0
1666,0.0122545786245508,0
1667,0.012637055342202547,0
1668,0.011957903329102872,0
1669,0.012294114897583029,0
1671,0.012513008037480115,0
1672,0.012351862003342784,0
1674,0.011101484975831208,0
2166,0.0115514473549719,0
2185,0.010780326032128695,0
