file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1051415.exe,1191694462,10534832,522481395,3383158,520325285,3375734,1304156,9277658,2201466177,2444818,1188161973,10848,74328,3431916307,3230,15.64,13.02,654924116,645267000,9003000,708268184
1051839.exe,274228190,3603638,145817803,858456,147437129,848144,501702,3261294,562781623,646987,281707451,3953,28876,851208596,1877,4.06,3.38,169183338,160648000,7982000,189350226
1252905.exe,236938510,4731980,134626340,888725,138231030,880475,1036952,4047034,574851108,1053868,244992502,246,54951,747906228,4410,4.06,3.36,172654523,159319000,13026000,194246315
1384707.exe,327270255,4050040,164916697,956587,165912144,947207,826258,3679695,696612628,793161,324401066,4913,69277,999825361,4126,4.92,4.09,207299603,192996000,13999000,228456609
1415787.exe,241543108,3850014,132745676,852414,132826760,835820,703727,3393470,519684085,800274,245465406,56,30810,758370529,3128,3.68,3.05,156850106,145715000,10903000,178244585
1455001.exe,270222016,3855884,144549001,887959,146540918,883211,729882,3499381,581570085,785599,269264658,316,41976,831291288,3240,4.13,3.45,170206159,159881000,9992000,189767910
1459579.exe,411678685,3158497,192208657,889935,188566958,883593,556979,3325598,781351128,663637,405894092,4948,30797,1234525613,1788,5.52,4.6,231321029,220707000,9941000,252190164
1537646.exe,258974711,4153989,138759249,1092968,132558390,1103461,939017,4114277,537756859,787527,249196437,400,27392,808487574,3058,3.79,3.14,160694776,153391000,7017000,181686754
1540819.exe,327934888,3594636,171315804,854691,167598127,846858,581353,3660328,645519975,682560,319292340,670,47955,994723850,2169,4.65,3.88,189823594,186450000,3007000,210844751
1559825.exe,298543222,3902181,151252189,872097,150851657,875305,746739,3548987,622709372,738126,301373318,491,39253,917373443,3242,4.43,3.68,185471612,174125000,11007000,207635053
1764918.exe,311568053,4038999,161058005,987923,162662627,992648,796025,3661543,658968622,782072,304602884,388,44203,941729020,3928,4.67,3.88,196711962,186375000,9966000,217098295
