file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1141757.exe,329994562,798106,181609493,1758180,179956188,1744806,195936,1129806,570372196,61912,323092061,3033,14453,983143334,523,4.01,3.32,175638855,170976000,3999000,227020324
1194834.exe,383715957,6748582,257662929,2954915,256711109,2942069,1232706,5751035,1058812405,1433609,383510890,2702,57935,1322027352,3257,7.32,6.06,315697619,305336000,10011000,336754364
1334614.exe,328717871,637084,180691750,1721341,179936401,1709065,159516,1002313,560243902,52122,324531658,236,12046,979529847,524,3.95,3.28,168060770,162655000,5020000,189501999
1369810.exe,388737131,2150878,207626721,1960495,213372775,1971938,616098,2064241,752407777,330716,403035814,14360,69943,1189609764,3038,4.97,4.17,199581513,194257000,5006000,218386960
1376527.exe,352087517,818731,177089248,1722810,181124383,1680036,166063,1055422,594025219,54772,356357354,2431,15787,1050862035,1042,4.2,3.5,176776193,173573000,3009000,197152184
1394267.exe,206063931,612554,73025374,1568470,72474455,1629934,132142,689734,316898081,41335,204178953,2026,5518,512563369,516,2.27,1.88,96784257,92461000,4020000,118111775
1578565.exe,345635520,982521,173791672,1738114,172766701,1717692,192836,1085382,577751615,68359,338584525,1751,14718,1023325075,916,4.09,3.4,172995155,168641000,3991000,194821621
1702636.exe,353712559,1268972,186094261,1766431,186161915,1756321,224137,1254676,612558272,75523,358374061,15940,20797,1068517770,1942,4.33,3.61,182390518,177113000,5003000,203050814
1828655.exe,636176252,788130,363185844,2177624,359496838,2187064,230890,1481751,965680515,74078,630277260,292,21266,1835055263,519,6.83,5.69,286719299,284414000,2002000,307949879
1993016.exe,802602232,1955098,421597142,2049083,421505484,2069205,453599,2721206,1604644144,138991,799771144,518,33257,2424951008,1695,11.21,9.32,473791523,466442000,6976000,495771809
200463.exe,662743878,770496,357204179,2247957,354380380,2237009,222417,1490089,961279172,77882,658450691,370,21383,1872950939,518,7.01,5.87,281214488,276912000,3998000,302160934
215691.exe,252710307,595370,148960048,1757615,151261928,1698264,144672,880569,475685932,56791,249682674,483,14338,819717467,519,3.34,2.77,143081831,141799000,1005000,162704064
2182933.exe,343173024,824511,185142223,1787787,187875650,1760043,164497,1059697,601671487,54524,350878141,2128,17273,1027863764,1039,4.28,3.57,176128747,174892000,1005000,196513663
2283561.exe,371645958,883003,201935121,1782243,195342071,1750811,273888,1285017,640114670,128839,361986531,4923,22135,1108758787,2214,4.64,3.89,187296569,182004000,5000000,207609042
2317321.exe,322106782,661014,179634703,1715877,176604975,1710419,158219,985994,561211411,51036,316389451,10832,13679,956043810,525,4.06,3.38,166840726,159649000,6941000,188559404
2473888.exe,585346727,1160167,324767066,2179631,327505611,2142544,242447,1492475,894264257,73621,588593613,494,20466,1670328870,910,6.35,5.29,266009167,263658000,1989000,286610844
2557813.exe,359241653,778720,177257492,1739792,181703703,1678539,163816,1078028,594032574,73948,363477304,13582,16636,1050864223,1042,4.4,3.69,175336043,171974000,2999000,196370237
2649544.exe,817767450,1030528,432037396,1998237,430122507,1982992,306622,2166719,1572066891,80375,817248652,343,25665,2498367538,524,11.08,9.24,464522546,463134000,1000000,485635459
2700229.exe,637539949,771182,362880448,2183139,358830813,2200288,227129,1486049,964797374,76235,630196088,650,20404,1835046725,519,6.89,5.75,285336794,284143000,1000000,304578129
2870679.exe,334546944,965926,184604318,1728275,183690233,1712428,187790,1078003,567206312,84441,331182534,2174,15773,994604546,914,4.2,3.52,167823183,162521000,4954000,188547437
2876767.exe,354412773,774697,185810956,1748144,187274978,1717947,183027,1143703,612907200,58718,360057765,24335,14649,1065086240,1039,4.38,3.65,183496149,179214000,4004000,204366496
