file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
182761.exe,249865656,279241,153563938,985550,153329887,980065,107883,808020,513327970,1133337,249017984,116,519368,761997041,129,3.63,3.01,155267862,127834000,27177000,175733015
1873684.exe,96024127,230636,63390994,459919,63137872,460530,80105,540217,298361850,1073845,96089770,1580,234834,330764884,134,2.08,1.74,87326552,62046000,25018000,108180297
1931123.exe,251147246,337480,156354151,910808,156571383,909417,119170,805938,520228719,1043641,253299106,150,535285,775197722,129,3.66,3.06,152748147,127512000,24904000,173029737
1950101.exe,252605072,292734,156249201,906787,155988789,903510,105533,788075,518638160,985408,251994166,121,514994,776982076,129,3.66,3.04,155974461,126747000,28942000,176377693
2102452.exe,255816982,295882,157038178,715511,156720415,719602,114688,835411,513207673,1074445,254585891,144,307486,777257183,128,3.63,3.02,154863616,127457000,27097000,175996273
2157682.exe,253167472,307747,157691907,1027960,156987536,1023778,113694,857879,522399872,1141453,250920284,92,628242,778913259,129,3.7,3.07,157953658,125696000,31922000,179285623
2160567.exe,249554645,319320,154132996,904587,154285990,899399,107059,781170,514089052,1092988,251464765,64,482861,768178265,128,3.65,3.05,150249475,118221000,31790000,171117681
2219242.exe,252341973,301093,156451321,912783,156449270,915244,111613,839625,525814799,1322103,252740776,314,605543,776485925,130,3.71,3.1,155545358,132298000,23051000,175228893
2346376.exe,254440716,285781,156284375,707766,156107910,713962,112934,816581,518539655,1433573,255057556,194,271030,777382584,128,3.71,3.1,151863253,133435000,18058000,172922990
2349630.exe,248490135,293734,153437424,975405,152976282,970823,113415,847351,512197455,1327232,249274945,33,437958,764254484,128,3.63,3.01,153213964,124755000,28170000,174233583
2351086.exe,72022884,206197,46858395,271016,47628181,265970,51173,299703,114541921,18361,71956243,199,4705,251548167,139,0.82,0.67,36273839,35930000,0,56863150
2360855.exe,253370954,330686,156667496,716057,156957993,713547,109422,805973,514469430,838372,254261105,367,274780,774681193,128,3.63,3.04,149895198,122527000,27116000,170378268
2633688.exe,116506507,483076,75784236,604951,75732141,599855,172703,701694,358149938,816832,119353794,104,401851,404634736,1890,2.49,2.06,108518693,81140000,27046000,128868243
2741683.exe,248238739,299816,154010679,1005013,154281803,1007606,115203,800063,510725742,975074,248413754,149,492424,759900336,127,3.58,2.97,153600810,126354000,26862000,173277184
2748277.exe,253341456,310484,156272754,763757,156089573,757980,108167,802318,512341633,1039102,254470150,25083,308485,773158202,127,3.64,3.02,153516462,126379000,26868000,174267657
2806108.exe,99498166,224234,64701541,714135,64316221,704991,76586,524742,309447334,1169963,99570955,1004,544746,336973607,132,2.19,1.81,94114030,59809000,33891000,115070000
286654.exe,256434232,303512,157033010,717801,156817200,722835,114380,850932,514444159,841952,256911143,105,316402,781529167,127,3.63,3.01,155311927,129996000,24999000,177370241
2920460.exe,250804706,297520,156028508,926657,156582549,925403,102947,763884,503827627,1021999,251227758,132,240177,772529814,130,3.57,2.98,147858258,127557000,20087000,167932287
299057.exe,254067390,311295,157030989,711863,156914680,714528,113095,848252,538119762,1134710,254128541,1034,253754,774222940,128,3.8,3.16,160832603,139602000,20940000,181297773
302205.exe,258825225,339646,157505353,702143,157291654,696123,117086,779980,504766170,1041294,255501399,231,170344,787687313,325,3.56,2.97,148870934,129651000,19095000,169487444
3135280.exe,70375515,229386,46352710,228727,47165357,215030,49912,305287,112477443,18524,72038483,88,5236,251064432,134,0.8,0.65,35840803,34562000,987000,56896278
3439806.exe,254656685,311691,156536005,764479,156263340,761487,110841,840766,517959762,1426397,254599211,32,313032,777732806,127,3.67,3.04,155892459,138642000,16956000,177230870
346060.exe,68613199,195541,44500097,208404,44220057,211854,47925,298076,107983787,16706,70234994,1793,3584,243494801,133,0.79,0.66,31542545,30167000,1005000,51655248
3574254.exe,71187202,214112,47048150,260335,47367089,256335,47237,304356,112495920,16422,72141505,27,16739,250489825,136,0.81,0.67,34812380,32507000,1970000,55181535
3639900.exe,250544446,283234,154238609,1044206,153967329,1040702,108082,821275,518516911,1003515,249753939,166,612233,765191338,128,3.66,3.04,156098925,125615000,30147000,176962877
3743333.exe,251874150,322997,156398053,966832,156060746,969766,115038,841458,516058966,986330,252253745,38,454767,778069387,129,3.66,3.05,155506300,124211000,31052000,175938014
3809348.exe,70551390,209989,47141411,211736,47428286,207423,47637,297650,110785804,16321,71575011,24,4254,249401404,135,0.8,0.66,34831749,33565000,987000,54788104
3839240.exe,254069412,311480,156653878,819220,156691061,819248,107701,828405,519571068,1255142,255370402,171,406161,777483169,129,3.72,3.09,155472482,126095000,29021000,176302123
3840609.exe,250369859,279239,154308299,913192,154294227,917027,113330,847462,525617422,1537339,249052897,275,515791,760918901,127,3.69,3.06,158426084,129127000,29028000,178081773
3910898.exe,71235766,211566,46073607,266578,46732808,264527,53875,313199,115540910,19772,73070073,37,18686,252872960,135,0.82,0.67,35831402,32553000,3051000,55935967
3941233.exe,255360028,288998,157072723,739881,156228801,728678,109435,797493,525168219,1531396,254736025,293,298688,779400784,127,3.74,3.11,157036239,125707000,30928000,177577443
3943646.exe,96092546,229046,63735918,495149,63353865,492841,95782,552910,288910477,1141789,96116141,914,46915,332408549,134,2.01,1.66,86157051,55556000,30303000,105943522
3974796.exe,252976148,299574,155608056,707775,155835905,709650,104246,774392,514176103,1324431,255652044,295,212981,773844726,126,3.7,3.09,150787534,129370000,21060000,171861510
3985410.exe,69015546,175806,44165736,236229,43877899,237235,49678,295697,107037184,17969,69364626,1463,3041,241587619,134,0.79,0.66,31574022,31303000,0,52365318
3986867.exe,73899582,171465,47241382,212846,47487989,208818,48000,305459,113965359,22302,74766465,28,4564,258867350,134,0.86,0.72,33996022,32704000,991000,55545204
4099008.exe,66705521,211406,44087869,214697,44368975,211021,49528,301166,104250753,15917,67417439,1379,4525,232550455,134,0.75,0.61,34375601,33141000,1004000,55189957
4158466.exe,252935587,323859,156320165,734871,156372707,736861,106592,785047,512308338,970444,254755936,51,244063,773259050,128,3.65,3.04,152849658,121486000,31124000,172425632
4267692.exe,254407978,265951,156122585,757453,155785978,750066,109946,810474,508502707,952101,254997653,87,259350,777566187,128,3.69,3.07,153270920,131914000,20986000,174111379
4483111.exe,255711418,285898,156705622,728852,156158152,727455,110245,811393,522258295,1238089,254155770,28,303063,778516305,128,3.76,3.12,156291717,120016000,36004000,176658346
4548804.exe,253803335,606725,156312475,803742,156407352,805053,110958,792645,523005860,1081308,256515731,25471,327112,777250832,128,3.78,3.16,152802162,121561000,30888000,173726344
4597164.exe,256719654,277943,157472982,707853,157205380,706944,102145,769693,516838579,1125097,256889907,25,254401,781676235,127,3.71,3.1,151676925,127441000,24083000,172333626
4656783.exe,254911251,260588,156312663,705452,155842814,705476,107319,795611,512809579,1300414,254886813,5,224608,778029238,128,3.7,3.07,155473591,127165000,28036000,175661151
4910075.exe,259623461,376344,158394564,715153,158379681,707898,118974,838195,510669206,1065634,257516654,150,219792,793716060,324,3.63,3.03,149619759,123382000,25870000,170660412
4925138.exe,71467458,194948,45917523,212477,46744853,209057,48800,287313,112044341,18778,72363346,22,4458,250437572,136,0.78,0.63,36157876,33862000,1991000,56803188
4955342.exe,254762255,288900,156957078,758785,156746006,757790,106875,803335,522504567,1238103,254778090,0,516139,777729336,127,3.71,3.09,157088012,122834000,33954000,176571005
5011099.exe,67459071,206479,43670558,259484,44192695,258532,47744,312660,108679890,19517,69021305,1677,4470,237036142,134,0.78,0.64,34503410,33187000,1005000,54510457
5013886.exe,231082520,244650,141143096,459791,140203153,458189,97556,607650,323242112,36003,230059371,0,8913,700638093,324,2.34,1.94,98754273,95443000,3014000,120128726
5210278.exe,248316968,309066,153334873,978289,153486059,972287,99581,746800,498579751,1196611,247737557,22,225954,758230992,128,3.55,2.95,149223243,132013000,17001000,168513287
5408902.exe,253028856,297942,157634671,1105754,157197042,1107857,106061,819306,526132351,1046469,253094752,56919,555544,781829131,130,3.76,3.13,157989998,124013000,33731000,178675857
5585521.exe,238916048,228937,144468756,483741,142957201,482348,99257,612349,336268073,43751,234169409,37,8494,710931869,327,2.4,1.99,102674342,101316000,1003000,124355211
559559.exe,70144221,209428,45663327,219041,46474759,215504,50278,310856,112258652,16992,72124509,21,4087,252504598,135,0.83,0.68,36161691,35708000,0,56117244
579108.exe,71365595,187395,46186823,214996,46524808,210112,48248,302426,109732457,20540,71206290,23,4349,250051315,135,0.78,0.63,35937893,33617000,2037000,56904233
580014.exe,250884061,288353,155764986,918595,156032134,918614,97227,753358,503376313,937876,251821138,30,273305,775877870,130,3.62,3.02,147671945,118293000,29072000,167830779
5856149.exe,254594713,328890,157284904,803962,157251380,806364,116290,771002,525109026,1320954,256624791,134,409186,777294312,126,3.75,3.14,152390425,121125000,31032000,172722026
5857120.exe,247267810,292557,153174446,946457,153089744,948333,107233,749992,505512959,956772,247560828,10,557555,755390074,126,3.59,2.98,151882093,122492000,29117000,173030752
5860054.exe,70759015,224930,46116787,220564,45714288,211821,49046,295618,118160474,14607,72348091,1511,4476,259313468,135,0.85,0.69,37939553,32886000,4836000,58272603
5904708.exe,253749696,318876,156434239,707837,156487629,707987,103874,805665,516533641,1144945,255496225,0,303204,777957307,130,3.71,3.08,154697244,129313000,25060000,175074060
5934509.exe,70291661,227367,45992519,266592,46917039,263760,66695,314728,117756851,16333,73068985,18,21992,253531557,136,0.85,0.7,36132094,33642000,1978000,56210323
