nome,slopes
1071,0.011774519366416082
1082,0.009585521962815629
1084,0.012362074942303855
1091,0.011062409236915356
1131,0.010996134141794586
1132,0.01074028694889674
1140,0.01137593783473556
1158,0.011979044231469277
1190,0.01166947711314309
1192,0.01221756357834465
1195,0.012184369810165565
1197,0.011863864243705545
1619,0.011365961821194702
1621,0.012388767837666171
1628,0.010457586047069006
1632,0.01186185964420745
1634,0.011850167893005888
1635,0.01013504219791357
1636,0.011888879354235913
1639,0.012070826728051038
1640,0.0125209782171165
1642,0.011223346754083154
1643,0.01271545416747207
1666,0.01204638341079996
1667,0.012346976613130181
1668,0.012248015408535585
1669,0.012090451246726246
1671,0.01275168097580891
1672,0.011960199161181228
1674,0.011261432088535103
2166,0.012060953323310794
2185,0.010647327585547811
