file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1267787.exe,1047772,335781749,176532262,1714273,31438,165180,62652,191712,210218498,604183,213247005,606414,245578,3587941,392772974,15571,311564754,18547,162365191,1939,8868,28060,991692134,125353614,120912000,3997000,176364520
1327269.exe,10696888,163189076,72635572,2332381,235010,1355042,440500,539392,144485441,723349,140752800,723401,1708975,5782929,518568918,35187,150184512,32556,66291309,6382,21746,55392,591133627,140570072,129285000,10939000,155030943
1343486.exe,906061,326121610,173282067,1471242,29886,151185,38601,88637,213890669,572631,213769079,571762,157243,2875862,385300706,12948,306689079,20445,160987270,1937,19575,24939,967833113,103920903,98558000,5028000,118100289
1414577.exe,629322,89982990,43204095,980109,34678,146242,47248,102181,74905533,60287,75749594,85644,145510,1397784,144960167,7015,84565658,5676,32511531,1043,3818,7001,347256521,38878135,36608000,1978000,53241969
1440839.exe,174126,87855968,35568907,646040,27618,98673,2967,21761,62550195,84121,70794669,130541,120834,1536608,129296751,9983,95720965,543,34701178,920,3263,2775,306796189,34711295,31467000,2950000,48999788
1447707.exe,918280,80320747,46890923,754777,27967,110381,6567,32390,96061107,44483,97445604,80144,183875,1821666,143839753,4413,81977017,688,35966547,914,3705,3854,386832773,38843311,33457000,5069000,53263007
1526865.exe,20855317,241246274,93653885,3296638,520666,1459051,737845,890441,172507371,1852494,172157377,1739411,5563330,13338779,869121973,96356,235274026,127331,97607479,13318,21849,91737,811900530,233991999,210694000,22966000,248516973
1848211.exe,212008,314356624,158775044,1000019,24905,133996,10347,57526,196767342,528321,198353461,525065,130666,1565319,348584189,9294,325991093,811,169908436,520,3588,14680,935896362,93801598,91523000,1989000,108107593
1928955.exe,2875015,88945380,37945385,1013980,48852,166858,43475,309898,69946507,40821,71792423,38353,222931,1868043,146148523,11467,102693672,20190,39294250,3749,5825,12583,362121536,39282392,30014000,9004000,53497323
209081.exe,900525,85856238,33407968,1000809,33964,174169,53465,179536,90523344,1734185,91608252,1745591,185303,1945662,219175187,13492,111700404,19345,34548264,2296,8529,14360,408387356,58664172,53459000,4949000,73175958
2149463.exe,798756,323432105,169877373,1498916,28860,147982,42768,103870,220856807,580983,221858270,598756,205118,3270764,373505538,14981,310205369,14487,165023914,1939,13541,27271,956017936,102354754,96883000,5045000,116629963
2257128.exe,3181353,85599148,32804425,922917,55303,228849,142777,311296,78960834,48582,81152491,45266,239024,1999771,165258985,12631,104311062,18750,35163806,3752,11042,6369,330444997,44337949,33250000,10757000,58558934
230934.exe,627048,318100789,168458407,1301813,27747,148104,44480,87800,194573520,565172,197845835,571077,205258,3229489,365543404,17260,320192658,28320,170155596,1899,6254,31362,948718290,98953143,91582000,6968000,113479368
2369399.exe,3168156,87416356,32916207,920515,67685,253364,115431,351758,78844070,45971,80803829,43237,216850,1501662,167971863,12881,106649839,22647,37561729,3749,4501,13961,349473004,45164713,36703000,8156000,59466195
