file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1016334.exe,152794289,5279450,101396579,866914,100027644,876818,1777989,11487677,393237126,178718,166235263,24524,12759,512808663,3387,3.61,1.09,1.04,0.09,0.0,134597744,119029000,15130000,195068044
1135440.exe,161849545,5026042,117327252,2441283,114786250,2512720,1441460,11551893,411254696,198312,148437127,20870,4679,519676841,2480,3.31,1.28,1.24,0.07,0.0,112279995,103966000,7997000,126809270
1147117.exe,152643479,5001722,120798820,2412935,125326977,2376564,1573954,10386032,433673742,176694,157728831,20681,6422,518814026,2870,3.53,1.32,1.28,0.08,0.0,116838793,112560000,3984000,131334983
1199099.exe,132303283,4738691,92432406,816331,93445855,831793,1416846,10264092,353410503,191457,128222018,21724,4228,430396265,2481,2.83,1.05,1.01,0.07,0.0,95302201,88958000,5997000,109741866
1379278.exe,196756740,5004161,145334262,2897191,146015768,2906946,1482690,12362078,946666056,389094,199424405,226281,206882,680936246,2476,7.53,2.7,2.62,0.15,0.0,257167322,191895000,64964000,271569385
1400532.exe,356560980,5056111,224415147,1053088,225047341,1039411,1555391,11172275,597558350,170045,367462036,31465,7548,1078329305,2667,5.0,1.89,1.84,0.1,0.0,161379360,154074000,7003000,175795034
1604299.exe,384879141,5138277,242421132,1596141,242607625,1603300,1588568,13018834,1125324743,387151,388883297,821802,825168,1183190054,2474,9.13,3.35,3.23,0.17,0.0,302426437,233030000,69008000,316868265
1749177.exe,212870525,4599837,154457850,2967747,155740786,2987505,2539120,12699431,995243160,527093,216453680,233643,619028,730956326,3259,7.99,2.83,2.73,0.16,0.0,269291267,197974000,70990000,283677716
1779544.exe,406211044,5080491,257415645,1514234,257815066,1528612,1593870,12875909,1119312503,396023,410134708,234194,211924,1265182831,2474,8.94,3.31,3.21,0.17,0.0,303511699,240385000,62839000,317814809
1817867.exe,405883498,5122381,255663170,1527995,261346999,1523014,1618577,12853944,1113664071,385535,417435781,228852,214917,1249526311,2668,8.84,3.39,3.27,0.17,0.0,301428646,239997000,60999000,315746219
1963979.exe,355391120,5070777,224792699,1028223,228077864,1008825,1419652,11014411,589149856,176765,360462579,23532,7598,1075709421,2670,4.91,1.92,1.85,0.1,0.0,159052751,153756000,4992000,173515374
2024525.exe,143774566,4986850,101145934,827748,106150704,807757,1369888,9846502,377072580,165582,152047094,20399,4947,473924593,2481,3.02,1.15,1.12,0.07,0.0,102204330,96993000,4948000,116618211
212795.exe,140689436,5142009,99440942,840348,107352418,772383,1464153,9342053,377676869,171667,153375555,25333,6152,474271947,2870,2.99,1.13,1.09,0.07,0.0,102334881,96028000,6001000,116558430
2265396.exe,405373430,5063978,255811135,1592845,256622887,1595546,1505728,13108445,1140776197,401763,410278312,546416,208964,1255714340,2473,9.32,3.42,3.31,0.18,0.0,308050682,240531000,67148000,322083519
2286318.exe,149104010,4847173,110564793,2563884,108813713,2572857,2574510,11145272,449604496,300580,158583796,24831,10402,523606806,3651,3.69,1.36,1.31,0.09,0.0,121777383,112441000,9035000,136253667
2349449.exe,195720708,5024971,130418652,1322857,135278931,1323184,1639549,12214937,910561557,392639,209328234,697452,280519,657770779,2870,7.13,2.56,2.48,0.15,0.0,247629467,165552000,81779000,261910692
2375147.exe,412534639,5059895,258469533,1513282,259386177,1515578,1588634,13001068,1135684461,404591,417154449,815667,211893,1270555251,2473,9.28,3.41,3.3,0.17,0.0,306566006,230366000,75791000,320779646
2381481.exe,197527298,5205892,130694297,1307398,134447355,1320055,1780519,12153178,914468979,388794,212356563,778232,213036,669325640,3259,7.32,2.59,2.5,0.15,0.0,247725616,176296000,71119000,261977186
2490986.exe,211056908,4709286,139578727,1351121,139304410,1385601,1779074,12804697,910264635,386447,209909708,634191,212272,704182740,2871,7.25,2.58,2.49,0.14,0.0,245053910,165759000,78885000,259566792
2614346.exe,216473128,5053811,141564737,1301180,142574634,1312318,1566039,12089401,927393090,395778,218957800,792751,209946,708250696,2672,7.4,2.66,2.57,0.15,0.0,250738526,178643000,71856000,265068323
2766234.exe,144520645,5326858,101210272,2591481,108122120,2555367,2353319,11434813,448239826,296985,155288569,34533,9050,481489427,4167,3.69,1.33,1.28,0.09,0.0,120944512,113560000,6972000,135247371
2807545.exe,134037200,4873759,92426481,815872,92306220,824511,1585406,10343606,358462119,188874,129714988,19789,6730,424065715,2871,2.9,1.05,1.01,0.07,0.0,97228083,92930000,3996000,111629208
3007872.exe,142904070,5015573,99138168,852820,103701824,833235,1483833,10002531,383892454,161544,155986306,15586,5975,481426947,2483,3.12,1.14,1.1,0.07,0.0,103756021,96388000,6955000,118206280
3050670.exe,141014552,4930820,101666768,826502,106725398,805190,1387083,9780309,377810460,166288,151942592,22082,4525,471671201,2480,3.1,1.13,1.08,0.07,0.0,102051611,95712000,5982000,116450081
3121765.exe,143191709,4994719,100478688,840208,104989454,819422,1429986,9779352,382523877,162966,153759919,22521,7364,476678521,2479,3.14,1.14,1.1,0.07,0.0,102939331,96669000,5979000,117130138
3401505.exe,190511281,5110435,126516504,1314821,129184737,1302868,1548258,11803355,893059738,371065,207500579,489042,209713,641540979,2675,7.12,2.54,2.45,0.14,0.0,241988493,177369000,64133000,256394785
340754.exe,405586311,5038492,256791571,1516460,258228329,1520484,1572761,12935785,1132522943,403909,409741314,233384,210228,1259540226,2471,8.97,3.45,3.34,0.18,0.0,305301768,233991000,70997000,319338029
3509617.exe,338893005,4936907,212725762,1022514,213690257,1028289,1565203,11335841,568140683,195016,338106179,29799,7691,1005550428,2668,4.78,1.81,1.76,0.1,0.0,152727586,148681000,3991000,167115443
