file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1103772.exe,8305549,206426179,157666242,1185837,156715260,1148795,7791120,18407472,651537394,728513,221297205,12769,19382,101891,810878317
1155269.exe,5530694,399721097,251119840,1311448,249740261,1175708,8316656,23644816,783261384,801284,397762868,7647,51566,65549,1261924605
1172017.exe,7962353,199133808,116396471,1181795,112480413,1331896,11276515,23341091,685181534,1116046,170002613,12641,54200,30068,730632629
1265468.exe,9720097,431059706,323409994,1964779,319910361,1739023,8672557,24328770,1024581933,731612,476852958,14239,64429,156796,1486649939
1346726.exe,7280356,387580274,252680646,1503661,252832129,1370535,8386046,20072391,800163154,1077262,383542789,7208,85573,48741,1200567258
145020.exe,8533264,149792714,139494114,818181,141505987,795208,6817012,16482628,625944504,841136,183409516,8144,23612,48608,572405989
1482288.exe,8897549,152491712,131803778,756549,132893813,822851,7781103,19021710,632965301,884751,164058343,7366,208215,39782,530885471
1558669.exe,5793431,184377954,99508371,1368719,99144236,1261169,8913638,20340765,595678276,939142,163522480,4953,46130,23792,682298567
1881529.exe,5815013,378066631,243772454,1053712,242766464,1243467,8085991,19344772,767503750,677210,411400109,6424,12988,65488,1255623369
1892033.exe,7405366,225911683,133975927,916680,143197902,956776,8988031,20555253,670263482,775764,234757558,14529,76679,114890,880410780
1992578.exe,5431250,186932397,107434149,958056,107087173,885481,7564595,19559114,529801073,793899,155216934,6822,88286,50743,648140036
1997898.exe,5909708,187285851,107110069,938328,107065310,1006055,7953561,20185595,531932860,795837,147621110,6428,86396,40159,640237906
2040953.exe,6778885,381460661,256846287,1576033,251913036,1419244,9248138,22728208,793364557,1042201,376784368,7207,65333,80043,1191161388
2079377.exe,6056880,169618057,96367629,1722533,97627731,1600173,7999085,18417527,589480877,852685,183855142,4736,9506,21089,663193592
2209419.exe,9873928,165659424,148763995,682015,153628042,733026,9393831,21426538,685967446,1174218,207682207,12588,13228,58456,595788105
2396518.exe,10450039,258105117,132710067,1077491,135134602,1079525,17179837,30333200,804317010,1769623,212777737,13240,63310,91507,993174047
2417063.exe,8859833,225890798,181672844,1002899,180173505,1129295,9274481,20336633,727658499,928578,236227424,15451,19695,91713,835120280
2475670.exe,8887982,169765101,156184308,1220447,157063198,1087030,8128522,19076618,657255436,870750,210590938,11210,17399,54792,673155559
2536350.exe,6653060,207052546,107580845,1036916,112736524,1175885,8732361,17854342,591853589,856077,203239959,9358,14639,58614,777955456
2547962.exe,6330746,136336101,135004747,754402,134419902,761170,5251004,15165694,557177279,800918,163991955,3654,6244,15687,492333373
2553709.exe,10526661,185128259,136060740,813817,141794266,849328,10731661,20838455,660798202,1292930,214118536,10140,49947,47958,693083418
2677632.exe,7390162,266974837,189999141,1243994,188246328,1308007,11271356,24546841,755805472,1065225,280534493,10429,17192,66276,1023876021
2683511.exe,9657913,348415332,271463934,1045733,271435785,1044967,6891918,21288565,898385603,1080358,412034406,3450,13109,39235,1142624495
2684432.exe,7911084,353752639,264116543,986733,263845104,982273,5604042,17621046,803253171,920922,378709115,3452,13021,26459,1083650534
2736927.exe,7158013,156810624,128128427,768094,119743251,865683,7977888,23172848,546069631,845607,143615145,6626,93108,46261,527367914
