file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1175601.exe,136023,1320602,9585418,13549,10616502,15295,13053,295004,15391446,2710,8367476,137,3051,3594,4601544
1315752.exe,175934,835477,10604880,21670,11417159,19048,15003,285351,16396093,2699,10791836,131,2425,3252,31038151
1322787.exe,3985429,71452271,15724424,44160,24125954,115091,2415000,6922770,90567808,18286,83432999,3063,565,308,252706380
1323960.exe,174304,7509229,11957550,16415,17507835,22144,352254,1109932,42070703,8785,34804383,3110,3979,<not counted>,<not counted>
1326566.exe,880794,25159379,8047499,31184,7835404,27218,539163,760457,75284951,8823,19366017,4326,620,828,84308215
1471884.exe,270917,657159516,1010206243,610586,1000746777,619944,69535,2492626,716552532,18733,663765865,138,5477,2927,3508479873
1551067.exe,77379,2734266,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,136,<not counted>,<not counted>,<not counted>
1554849.exe,48847735,203334855,130595286,901523,131366671,898698,1078194,6076795,745963863,33452,198722824,5989,10670,38958,593582823
1560344.exe,2474998,122085533,47761703,91086,52151508,77091,1489541,5132881,133332879,24748,121303051,3057,1834,1270,328692519
1571671.exe,334393,10983740,9824155,24272,10386699,22410,340516,842826,52861435,8159,31304855,4142,5356,2045,123859687
1577659.exe,2266837,36789788,10555708,27876,12811852,34570,642109,3342233,64397119,7393,54783681,4143,1546,1233,184418579
165572.exe,51180321,268701017,242567602,1847615,242200433,1839812,1484281,7395504,966883659,40850,272627776,7924,14665,57640,916767722
1810441.exe,49295680,662678669,505633332,560679,505722106,564923,49686,2223159,642060285,15995,673689662,147,5566,3339,2678297297
1822655.exe,98504,2513377,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,137,<not counted>,<not counted>,<not counted>
1824751.exe,40165,1831075,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,139,<not counted>,<not counted>,<not counted>
190239.exe,102053,3527885,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,123,<not counted>,<not counted>,<not counted>
1946318.exe,296905,333501952,668724735,623520,669268486,626495,68559,3090923,876418992,23135,336957683,141,6797,3443,2009118108
1992683.exe,176665,331728002,505739234,586997,505776135,603119,35491,1969180,536242673,14982,335848363,144,4346,2328,2352694450
203751.exe,2632955,40875538,19641086,45035,24129557,50811,983165,3405310,98908373,13814,42714929,4144,597,272,181217596
2073892.exe,183890,331815387,506474848,571346,506290078,579522,25725,1785985,546097983,14675,335871902,132,4286,1969,2179826998
2154951.exe,2224370,24172778,18553295,44274,23462738,52516,1527723,3351504,121493056,32163,40431945,12066,44466,58790,97489209
2428707.exe,75972,2563000,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,137,<not counted>,<not counted>,<not counted>
2692878.exe,252923,333224247,418953511,651713,417525325,646101,48904,2739375,769602512,22748,335905674,139,5027,2757,2272276811
2696383.exe,224328,498273133,669005926,620009,669849334,627186,58967,2503895,704180694,19813,502230718,139,6112,3173,3347668386
2703478.exe,4580374,82035585,60289569,163555,51015910,139336,1835698,4241515,121376401,33202,33633806,6140,7089,25106,240437434
2706187.exe,90021,3441466,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,137,<not counted>,<not counted>,<not counted>
2710549.exe,78976,2780201,8034601,22709,8008730,22945,38466,331335,<not counted>,<not counted>,<not counted>,137,<not counted>,<not counted>,<not counted>
2959157.exe,81700,3180341,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,137,<not counted>,<not counted>,<not counted>
