file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
120780.exe,304319,2202188,20018997,260178,20263258,249014,73011,3768446,982310663,29254,2273510,133,7604,4008,221877218
1230547.exe,61377,1652848,5410188,107876,5430243,95951,35968,739471,181548269,5432,574602,66,1130,550,123291022
1231818.exe,79399,3678449,1998229,27786,2031215,28220,9179,528656,152337699,4056,312699,128,1700,1221,138352052
1290864.exe,52126,3189928,4181357,55761,3685412,46337,36526,603017,97901440,4879,241422,129,664,253,108744954
1318308.exe,93141,2048102,2297309,44629,2219249,42923,20385,810184,237957226,6149,437631,133,1446,614,229185695
1340102.exe,155191,1926815,19886672,85068,19843179,83544,24991,1679057,496294775,13622,992833,133,3213,1777,314078636
1570142.exe,40142,1300217,2359503,33327,2594922,32855,25770,559325,51866878,4963,896482,134,757,227,64514210
1647016.exe,248045,4602228,64961568,127261,64961191,128080,34846,2797483,780010239,22075,1918376,134,6255,3981,944143489
1751912.exe,162675,33434830,62493696,88982,62742709,103881,43101,1966551,523812934,16525,32644092,136,3767,2007,562201353
1920040.exe,144076,2906893,4477384,63591,4451110,66711,17756,530793,152828687,4017,309344,191,3031,3799,88023449
1983458.exe,516421,6706470,210073875,234960,210104858,233326,52829,4873066,1445724286,37459,2576330,127,10752,5381,1992911233
2079662.exe,179001,3849252,3194164,79804,3178649,87023,41860,1740036,505255767,13327,996136,134,3246,1401,72080694
2087440.exe,165858,91525107,143156974,147359,144364289,130920,112587,2354111,595620425,18069,89844870,135,3660,2132,739472117
2095380.exe,62749,1890524,2028429,37912,2051909,37124,9914,675762,180023317,4817,358439,137,1259,619,140816795
2118492.exe,1501073,45837546,50878549,72305,50999256,90122,74715,1676268,442930728,13729,1712585,132,16933,38900,836482034
2133666.exe,448867,6288422,210699400,237737,210622498,245493,88801,4871894,1447754112,37571,3539951,130,9653,5093,1992974766
214531.exe,136243,4342646,1071138,21917,1251848,24960,25951,484231,135174069,5584,966742,135,1912,1515,32396619
2148414.exe,104969,3402180,2063403,35886,2071373,33704,8892,637171,182032755,4986,374548,128,1232,376,143979265
2167825.exe,39256,2394918,4146052,68015,3853948,119447,23385,516507,103278340,2823,234210,133,706,345,79933000
2270454.exe,56451,1891661,2172794,18860,2117302,17651,13954,315257,69839070,2149,174781,132,489,231,88611845
2279764.exe,174768,3974178,5298294,195455,5777152,169807,42129,1689394,440105049,13369,1352037,134,2927,1779,75846309
2282083.exe,367785,71712361,129145496,192730,129217297,193478,39809,4002355,1195583150,33861,69965381,128,8555,5196,1638610444
2344548.exe,100543,4026538,3047561,42404,2633399,37230,44326,606896,108890827,5247,247198,132,721,256,92398005
2373932.exe,438692,5926592,210610766,233357,210470498,231771,46031,4685431,1448191163,37929,2646886,127,10369,5605,1990620949
247789.exe,144110,9714272,1091136,11214,1078284,10924,3652,199773,53669711,2683,588572,133,1681,2767,64716287
2492423.exe,131739,3374543,5244710,59766,5067449,59365,7950,661569,182382743,4872,360353,132,1260,528,121880645
2513196.exe,98313,3266740,1997546,31639,2021194,31660,7053,646222,178707579,5013,389143,128,1234,687,146593543
2674105.exe,124359,1939662,6270586,175243,5902410,155800,43107,1634423,429913494,11237,760755,133,2854,1302,68443922
2708553.exe,459535,6633638,210486808,236205,210644672,237416,117548,4922132,1451130944,38716,2903882,129,11142,5879,1992064949
303419.exe,46706,2999837,4054088,84893,3857595,83084,25197,583883,110312857,5358,220008,135,762,361,92209178
3104536.exe,67561,3431576,2755100,16283,2783022,108916,4542,284453,78722169,2075,147181,133,484,154,81150343
3163004.exe,59673,1838584,2020631,31299,2035906,30703,7970,600085,179293563,4668,337322,128,1077,384,110349910
3231389.exe,217708,6488412,107430680,119413,107349819,119597,25951,2393267,712436650,18083,3848947,130,5360,3008,1099263601
3388688.exe,120227,4126304,2341552,40159,2380500,38960,10891,753248,225767226,5839,435499,133,2142,1307,49266121
3942378.exe,59030,1681074,5167923,125780,4859997,103676,61469,804591,179444741,4819,335307,66,1215,603,120029589
396083.exe,540417,7590087,82436029,4503754,82511243,4503244,195949,4238041,1215291921,33209,4715028,1809,9894,11431,429570081
3965275.exe,404530,10739640,217683581,258157,217725655,256673,65427,5015949,1548121534,39375,7891259,133,9197,4593,2328219327
4162716.exe,60875,2007048,4821329,92137,4707263,80964,23994,746533,182503729,4866,353784,133,1224,503,123372955
4231587.exe,58292,1647398,2855662,44572,2529810,38894,23869,703369,181331561,4455,348571,133,1104,442,110618485
4261319.exe,61838,1933923,2792830,53416,2558095,48714,32821,830845,187065120,4954,368662,127,1152,535,126062792
4263677.exe,242952,3386995,107072249,139982,106945753,137401,67581,2639064,788892047,21515,2094337,133,6089,2885,1121166404
4454123.exe,40281,3231453,3079538,38291,2673005,35497,38824,580884,109518127,4884,248761,134,681,301,92398500
4543507.exe,124890,5496787,4001274,102417,4160098,90855,21138,276049,64614799,2146,219870,127,1310,1166,85992490
4815772.exe,89605,3643032,2047026,37837,2090174,38067,9592,782752,212851891,7326,994084,136,2325,1536,142394606
5070692.exe,65639,3597220,2901906,37617,2504035,34021,27364,571251,108952351,4968,229130,132,685,313,92572995
5081047.exe,317160,109643369,149512619,185954,150825352,186783,43795,3732342,1145734578,28682,107868903,133,7004,4737,1963447377
508772.exe,48803,7719111,8443566,153600,10695621,238539,24592,564566,113977260,4997,6499445,132,748,382,132416786
5111284.exe,58303,2650302,2221281,35005,2137187,34353,20381,634345,179092751,4644,342470,128,1220,575,110295194
511502.exe,139092,3381765,3062388,103422,3039016,101535,14731,885301,259409974,6910,517185,126,1740,730,48187020
5127391.exe,42697,3961325,2951863,20046,3408958,27569,4245,312805,89188981,2911,1601896,132,999,423,115476458
5134592.exe,239753,5810113,118786852,511411,118878283,500826,78194,2752743,799978563,21098,3157935,132,5785,4208,1162385840
5150837.exe,35518,2384366,3029744,18502,2653482,17253,5548,328984,90324789,2387,188629,127,561,310,122086665
5426291.exe,128161,2143242,50527455,96937,50072734,88098,66334,1724309,433065457,12867,927635,135,3442,1318,662874323
5446581.exe,137801,7895418,3573772,63741,3563734,57162,3207,219332,58079927,2272,543225,128,1806,1617,64445295
5466468.exe,65688,1687946,2202246,34515,2122803,36502,34869,692884,181283850,4954,566285,132,1631,1058,143676136
5473623.exe,37654,2492578,4657421,867990,4717099,848908,6813,323293,89711742,2401,174676,133,676,379,73775814
5474729.exe,127210,3777169,4001687,59033,3965200,60533,21418,1176226,338245048,8420,624344,134,2100,973,237554300
5586183.exe,373312,69165443,124238845,191632,124310794,191654,89204,4053610,1176117059,32329,68135336,134,9365,4475,1390479917
5598721.exe,60607,3466741,2057908,15569,2041160,15112,5061,272861,67557890,1941,157254,134,1206,1061,84147988
5613968.exe,60985,2022924,3839483,88560,3386161,70692,170271,1035251,185020985,5873,673969,137,1195,623,110663149
