@relation problema
@attribute 'cpu-cycles' real
@attribute 'instructions' real
@attribute 'cache-references' real
@attribute 'cache-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-misses' real
@attribute 'page-faults' real
@attribute 'branch-loads' real
@attribute 'branch-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-stores' real
@attribute 'LLC-store-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-stores' real
@attribute 'dTLB-store-misses' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
540261880,835229734,2721857,192813,164356243,566342,129,160746196,553549,255936677,451567,138484838,1621276,144787,25356,93218,57556,280706735,121041,149099229,1503,332103,124501,131422000,40820000,0
92026470,232938424,957317,153123,45753177,74527,136,45860574,75278,67179989,254124,32547839,312458,52191,20188,11942,1728,74814183,3791,32946787,208,2865,1218,25740000,0,0
520622290,809386475,2566925,193527,164213707,566879,129,164475633,567128,263130222,342617,143306560,1254512,118746,25538,57187,9233,267570202,115646,143382512,1140,326357,105507,110145000,31041000,0
525644666,811039930,2494636,180757,164109233,556325,131,164101141,555679,262262251,348701,143039631,1241407,120014,25866,58020,9113,268691635,115098,143876289,1104,310432,105940,108113000,33034000,0
615591899,889096169,6843345,794033,176654283,798973,1621,172645715,780870,277043742,1222800,153171464,4556797,613215,121752,354713,65833,289017066,165441,155462173,11036,373009,141932,122978000,22995000,0
355479448,347918203,1860842,180689,67630747,314644,139,67748209,313532,101656496,338504,47996732,880651,98174,24661,40843,7659,103877407,112813,48143163,769,305720,105273,66236000,29103000,0
517605289,810776972,2390418,174810,165985821,558359,129,166503574,560512,268089824,354655,143926481,1371742,121855,28179,61921,9049,269644767,113994,142942945,1064,305842,104591,114052000,27012000,0
523588020,813877508,2598798,196414,165021793,559607,130,164374418,557998,262250646,342788,142411771,1219827,112978,24110,70838,12349,264969283,118001,142647941,1317,307222,105719,108720000,36905000,0
519751000,833991893,2646708,211219,162465005,653173,325,158828885,649268,249805030,405412,138180969,1310162,121502,22691,74739,23164,286084882,107501,151268685,2193,61850,160419,105391000,35130000,0
94816628,236496215,970096,147359,46665452,76660,136,46331994,76795,67305973,249197,32116736,333230,55141,18795,11561,1682,75107005,3412,32999945,214,3946,1169,24009000,2000000,0
515280171,810071953,2708435,248632,165184817,560253,130,165165177,555712,265788902,356630,143180932,1233423,118180,25369,56973,9048,271524759,115119,144041684,1254,114890,106488,109815000,30948000,0
92587910,229809375,1030046,154876,47625940,68437,134,48058946,71989,68861527,224574,32376656,340385,60501,19841,12461,1865,73735407,3778,32462905,229,3265,1240,25480000,2940000,0
516864678,809202553,2544424,200074,164857020,544433,131,165018996,543830,265573711,361287,143540578,1272255,124724,29916,61149,9060,270919942,115138,143459090,1113,356612,105365,112799000,27950000,0
521287541,814242301,2486526,201591,165491988,549549,131,165469061,554113,266635305,399828,142567284,1309295,122527,25634,57033,9197,270458199,114557,143387218,1079,270851,510936,112375000,28093000,0
91260120,228651208,927709,146513,45809804,74964,137,46023983,75200,66373798,250036,32751846,310952,61088,23143,14741,1655,75049064,3373,33001063,209,3359,2371,23850000,1987000,0
276716244,722966977,1730051,213338,146817566,398447,325,144751307,378799,227728393,321730,127686142,687087,85227,22207,30902,5111,259929496,7345,135820693,612,5933,2369,73681000,995000,0
516341879,804673723,2487775,191676,164572066,544082,129,164778810,542701,260819033,333669,142750965,1228756,114197,22540,56574,9250,264704101,114080,142877836,1098,303914,104948,107967000,31990000,0
523092991,812353711,2480322,188458,164892571,554281,130,164839631,552818,263399698,353268,142739812,1294766,115682,23067,56297,9121,268866027,114959,143814809,1052,325608,105410,104349000,37124000,0
518364978,807581803,2431506,188550,164248221,541644,132,164396906,546559,262917715,368485,143596908,1212691,128279,32890,57088,9235,268470509,114239,143730424,1089,306835,105485,104187000,37066000,0
517877091,810744587,2531148,202293,164697187,543602,129,164803295,541362,263125141,369926,143173109,1242956,121014,25835,56866,9034,268617700,115821,143876109,1127,193849,105694,106060000,34019000,0
165942690,108657492,1156665,68622,5346561,138362,68,5273582,160023,1920686,153594,874166,709087,48473,2937,28499,4734,466809,7062,299494,591,872,1725,71278000,1003000,1
665179549,802376186,2942379,162675,56473073,190725,134,56658901,192103,4983392,288976,1267144,1538083,97078,6419,71265,11737,1257308,16011,769001,1457,2156,4233,180378000,0,1
