file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1289148.exe,511714449,763279438,891374,135877,153257617,624340,127,153354697,623943,247080366,383476,141734603,593830,201634,<not supported>,96623,<not supported>,254566943,1173223,141603868,106411,112,260936,151604331,127050000,24009000,198440939
1751629.exe,107738630,222246519,411835,71171,40573185,227913,134,41839565,221317,63149030,245597,32663268,141667,91058,<not supported>,13376,<not supported>,73428231,13508,33101399,1999,137,6395,35729748,34318000,1009000,56015929
2160567.exe,511429160,760949238,927542,120682,153963568,891180,127,153929296,875409,246268729,318934,141450227,562969,194767,<not supported>,56912,<not supported>,248983509,1394376,140377242,105998,83,353667,151505812,118120000,33033000,172401698
2219242.exe,508843603,754800230,883906,112171,152551731,915744,128,152692080,918813,244257660,452994,141450452,557463,185858,<not supported>,55755,<not supported>,251267610,1250258,141616522,106876,114,439381,153853032,121684000,31917000,174119552
2346376.exe,504263812,756619836,811612,104397,154291366,710575,127,155005367,721896,248415297,343462,140894007,587033,196608,<not supported>,57595,<not supported>,251961604,1509313,141337239,106310,5,204608,148288896,119981000,27995000,169663175
2806108.exe,309829606,334874268,587989,83485,64985748,660870,132,65148459,663075,98452352,290635,54487938,335860,147768,<not supported>,34646,<not supported>,100843706,1143797,54204704,105442,390,501386,91053530,64849000,25939000,112436177
286654.exe,511853996,760784390,807944,109185,154090520,711300,129,154238618,712021,248035513,339963,141176984,578655,195609,<not supported>,56150,<not supported>,253636905,1053647,141414145,106601,152,306543,149557324,116221000,33062000,170491693
2920460.exe,517870485,757986839,856148,117441,153856687,916289,128,153534176,911895,245286895,338507,140555364,534841,187443,<not supported>,52949,<not supported>,250642991,1039821,140606064,106264,63,511167,155404297,126146000,29033000,176342860
302205.exe,508017954,774073758,851799,130476,158982387,727661,323,160040151,727549,252269493,403480,140614832,571975,194032,<not supported>,72325,<not supported>,241865771,1014491,138623171,111261,82,293830,152104144,120853000,30962000,172965803
3135280.exe,113342210,231818446,375900,68234,41323685,319483,134,42167763,317193,63021730,245056,31664223,160226,92083,<not supported>,13789,<not supported>,72826314,12036,32975329,1940,48,5673,35357135,34016000,1000000,56936224
3439806.exe,513407724,758910567,866156,123573,153863560,761012,128,153743189,752180,247366680,363409,141069268,550632,184123,<not supported>,56765,<not supported>,253387232,1352001,141286482,106692,224,263618,152477765,122296000,29828000,174212829
346060.exe,107798286,221578543,455488,69653,42234908,226359,134,43031976,221858,63923644,237264,32560840,151877,95287,<not supported>,14499,<not supported>,73851218,18864,32958813,2533,464,6561,34948832,33702000,991000,55083055
3974796.exe,517869642,759270436,841473,114770,153879557,746800,128,154021020,749886,248408671,366266,141099227,587804,201699,<not supported>,60583,<not supported>,253046710,1400941,141224885,106736,336,229343,151855266,127526000,23911000,173085477
4656783.exe,514899627,761547159,814738,108042,153703521,672051,127,153502506,669349,247492250,350798,140940765,560500,201044,<not supported>,56961,<not supported>,253187698,1496645,141318926,106621,290,276718,151370717,116025000,35007000,173463513
4925138.exe,106165230,221748272,424241,75613,41602498,231940,135,42859181,223673,63873391,246464,32407205,144264,91924,<not supported>,13524,<not supported>,72615765,14720,32438833,1982,274,6139,35059547,32864000,1991000,56419378
5013886.exe,326545763,674636103,657815,132484,139395038,485415,323,137353730,471006,218610259,330115,120184420,314965,133959,<not supported>,35948,<not supported>,226104875,29935,122296201,4355,439,11658,94393445,92165000,2003000,115720346
5293957.exe,503943988,755417220,822482,109795,152982188,912638,128,152903167,913796,243326326,352356,141214263,552106,192358,<not supported>,55448,<not supported>,248266139,1251759,141172914,106373,281,366709,150736088,128275000,22047000,171462690
640956.exe,513838090,759497597,880896,117314,153713600,939757,129,153675122,940401,245494730,352565,141063468,541771,189307,<not supported>,55766,<not supported>,250812762,1445937,141003872,106476,345,438086,154479677,121386000,32833000,175556909
668883.exe,500877180,761500221,843844,117640,153790453,926343,161,153407759,923690,245476062,395599,140707555,605355,204831,<not supported>,55919,<not supported>,249935438,1256077,140988682,106797,162,233484,148911773,126694000,21947000,169892081
81481.exe,519577999,761043380,809788,107192,153574664,912829,127,153816182,916089,245747556,359762,141167317,572830,202836,<not supported>,57493,<not supported>,250003592,1348540,140989057,106289,93,503353,151398301,123051000,28011000,173042409
