file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1175601.exe,143438089,151369,67924263,107059,67846692,120595,124204,1989558,250050947,26264,146098357,4217,4656,431820224,135,2.19,0.7,0.67,0.06,0.0,121929659,96561000,2011000,548055475
1315752.exe,149433223,170449,71554322,85126,71544509,86685,111747,1273865,255520986,8653,151417293,885,1724,457760650,130,1.81,0.79,0.77,0.04,0.0,69001563,66772000,1993000,83156369
1322787.exe,446921510,3689472,211115668,371241,210413914,374841,1685404,7374247,660830877,61785,447956449,21594,13822,1198787289,3063,4.32,2.06,2.02,0.11,0.0,178300211,169986000,7999000,192321429
1323960.exe,298826951,753764,145840313,150659,145753634,152739,383578,2974620,518809225,18341,303049979,17652,14153,916496592,3109,3.38,1.63,1.59,0.07,0.0,139361178,133067000,6003000,153818431
1326566.exe,61762460,838519,55805932,77437,56977727,82714,457679,1257440,148519166,17599,57145611,11570,15199,236167673,4325,0.94,0.44,0.44,0.02,0.0,39461856,31154000,8039000,53595541
1471884.exe,10792871450,2583543,3825429314,2031166,3826439948,2036432,508243,29329130,8771016172,218049,10799907490,43270,65591,28591921986,136,60.72,30.18,29.47,1.19,0.0,2375565900,2373963000,999000,2389640876
1551067.exe,149763319,182989,70929982,83506,70968912,79535,94676,1160993,245861442,14644,150892177,2566,2331,456259618,136,1.61,0.78,0.77,0.03,0.0,66392510,65088000,1001000,80624715
1554849.exe,1699372437,47887994,885685324,3376241,885821611,3379083,1291926,19541693,2993934018,87066,1701112179,34097,39477,5104376661,5989,19.95,9.57,9.32,0.42,0.0,809028867,797520000,10993000,823175730
1560344.exe,893587519,2859978,385854443,339410,384971264,341469,1537847,9785933,1494220521,53285,893028377,25169,20179,2470812869,3055,9.78,4.61,4.49,0.22,0.0,403525099,399247000,4002000,417643689
1571671.exe,275129557,729421,133973154,140004,133943742,141616,452995,2902602,488035291,19444,275135154,17511,18052,840504111,4141,3.23,1.55,1.52,0.07,0.0,132104264,128798000,2995000,146300714
1577659.exe,548139423,2179043,242281002,224548,241739912,230292,936758,6203588,732893433,31921,548200777,25987,9320,1514163388,4144,4.93,2.34,2.28,0.11,0.0,201829885,194581000,7020000,215930476
165572.exe,2437299171,53842256,1194265510,4390064,1194348254,4395888,1855872,21037195,4072301581,123257,2438569182,78270,61847,6883811089,7925,27.07,13.13,12.79,0.57,0.0,1099097207,1087825000,10998000,1113569910
1810441.exe,10135156158,56163662,3328943043,2053926,3328547796,2058233,544563,32959668,9593494067,232874,10135288141,44146,67364,28766654043,147,66.55,33.13,32.36,1.3,0.0,2590972754,2588432000,1999000,2605182866
1822655.exe,161783253,187168,73738039,88696,73814883,89868,121325,1336777,255944371,18788,164867177,15465,1927,481858323,136,1.69,0.8,0.79,0.04,0.0,68897573,66624000,1988000,83186610
1824751.exe,1418946,86334,1278854,28041,1278232,27979,56673,304367,6606856,2538,<not counted>,<not counted>,<not counted>,<not counted>,136,0.05,0.02,0.02,0.0,0.0,1907994,842000,842000,16189650
190239.exe,159314676,165165,76342292,88352,76374082,87649,109138,1327049,267106639,17062,161875323,1672,1849,491259694,122,1.78,0.85,0.82,0.04,0.0,72324694,71020000,1000000,86600097
1946318.exe,1171772422,473767,1326633280,765618,1326508926,762846,205097,5022966,1393203429,32946,1175176921,5828,10046,4178840384,138,9.38,4.6,4.48,0.19,0.0,375931818,374427000,998000,390380825
