file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1536382.exe,670883264,7517811,251116461,6963503,249784766,6981363,5272325,19251693,1075172023,301992,670161509,45836,20681,1792377403,6791,9.8,3.58,3.45,0.21,0.0,322551793,292800000,28881000,374704059
1578979.exe,1833790268,11436853,711232231,9670877,710940260,9680095,1869116,26186321,2521400350,387148,1834436731,70559,168009,5712531461,3500,21.68,8.79,8.55,0.37,0.0,679270092,644743000,34039000,693315754
1605758.exe,861565536,7011147,314313999,7249656,315622202,7233841,4656981,18483802,1282871948,274574,862447321,39238,17072,2269215120,6775,10.96,4.35,4.22,0.22,0.0,345470534,333198000,12007000,359801664
1627487.exe,1997163754,9363354,495442784,11374277,495402866,11375102,4768227,28155463,2901491647,502082,2000863300,47374,33944,6508642116,6778,23.06,9.55,9.27,0.45,0.0,782847450,772486000,9993000,796994722
1734547.exe,1949325024,14140475,780138027,7878765,776166007,7834290,3427961,32920995,2715280755,539359,1951208834,131972,139567,5398677701,4037,23.1,9.26,8.99,0.42,0.0,732560439,686210000,46014000,746867894
2002873.exe,1950488190,13592153,781418084,7853394,776351693,7807114,3412695,33077365,2707433823,556892,1948268778,48136,128660,5399737392,4038,23.02,9.24,8.98,0.41,0.0,730863210,691519000,39029000,745107147
2049538.exe,998246131,5932151,399305329,7979023,399312245,7988036,3915342,18337088,1692949539,267992,992620612,69925,25631,2728017590,5215,14.56,5.76,5.59,0.27,0.0,457062467,447753000,8995000,471366961
2134592.exe,632495283,7406895,265791692,5374509,270462029,5373897,2066157,18600247,1005625921,143846,642045449,19895,12105,1782122988,2577,8.49,3.44,3.35,0.16,0.0,271348826,266971000,3999000,285561964
2365914.exe,514010540,4422605,273616778,5313147,270028036,5293491,1769555,12124823,869679602,117253,515784947,27681,16715,1628655140,2374,7.63,3.02,2.93,0.14,0.0,235419281,226064000,9002000,249533050
2505532.exe,1133886903,5664839,554483872,6529426,554425129,6523684,1844223,15432511,1682255212,217775,1139687944,42955,337851,3206080732,2572,14.46,5.82,5.66,0.25,0.0,453225698,409849000,42984000,467429409
2521075.exe,942406464,4947840,374936327,6597743,374989332,6576237,1761363,14113961,1409611853,107010,942000370,35121,14574,2682084436,3262,12.25,4.77,4.64,0.21,0.0,380399211,377091000,3000000,394660862
2527896.exe,704526585,7407273,284597425,7756446,285853634,7730939,2742627,19071250,1156340151,159789,706022761,21727,13907,2000267012,4044,9.8,3.94,3.83,0.19,0.0,312629871,307322000,5005000,326752122
2640086.exe,541294357,4349497,249951793,4982475,248719367,4968689,1476209,11658909,827501455,90513,539332596,43399,15209,1579047723,4777,7.26,2.83,2.74,0.13,0.0,223688838,215319000,8011000,237799295
