file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
2358242.exe,8820624797,4086419,3961022898,4229297,3961202789,4235134,1140091,47036258,13849142737,350248,8816690824,94395,125681,29682849972,3162,111.43,46.33,44.98,1.92,0.0,3746308259,3737479000,7998000,3760635757
2361679.exe,1315379750,626610,207576375,1319116,207614668,1320539,273566,6108549,1658267019,46022,1315959615,22260,14367,4348536991,2079,14.15,5.61,5.44,0.23,0.0,448279952,444963000,2999000,462545834
2383883.exe,2326395414,831879,209406589,1377033,210146546,1373397,646014,7700911,2009855292,69415,2318462730,23221,14536,5467733743,2081,15.58,6.13,5.93,0.28,0.0,543541051,540055000,3000000,557668739
2434254.exe,1714248383,1156294,410186714,1594748,410190692,1586707,331266,11678466,3402449130,82892,1716282103,18978,26119,8257817368,1110,26.72,10.83,10.5,0.47,0.0,917554863,915179000,2000000,931892199
2468821.exe,2617768536,1052323,609606727,1455037,609641343,1450358,434929,9063558,2487384281,70641,2622576192,40879,21610,8371526299,4040,21.11,8.55,8.3,0.34,0.0,672672578,667206000,4994000,687065275
2468926.exe,1623424093,672903,208028111,1318268,207948678,1312539,372823,6325316,1662172621,48553,1622472677,6570,12584,4676382454,1105,12.91,5.13,4.97,0.23,0.0,449325572,446987000,1999000,463834975
2560483.exe,1524266040,788860,209065987,1356121,209773957,1356259,657760,7408368,1905694514,65304,1519023096,12561,13439,4471505561,2082,14.37,5.65,5.45,0.27,0.0,515943201,509695000,5996000,530143214
2578381.exe,4528927334,1425900,1415224295,1727786,1414145791,1715631,681201,14771224,4241529429,122450,4515924870,33954,31221,13276325326,2093,35.07,15.15,14.75,0.59,0.0,1143496851,1138884000,3996000,1157785890
2590789.exe,312465890,362822,208626624,1166558,206370880,1147258,321538,3025936,673500577,19009,311329023,8140,8202,2168841909,1109,5.57,2.31,2.24,0.1,0.0,182491669,180197000,2002000,196564752
2597067.exe,3270287520,3587552,1336461864,1642421,1332677544,1647559,3830814,16961269,3538951576,140460,3251205537,141045,44578,9929003410,17712,29.38,12.48,12.12,0.53,0.0,956051360,918601000,37024000,970258818
2677392.exe,1617019056,706249,208860881,1316854,208907489,1320246,387741,6215040,1645570644,50693,1620443609,39003,24720,5359805060,4036,13.52,5.3,5.13,0.23,0.0,447039274,440727000,5996000,461411920
2679630.exe,9923243089,3694424,3860670367,3973739,3860946827,3975010,1428314,40999439,12203297812,1563094,9920058948,74493,94352,29965021451,4038,100.11,42.65,41.45,1.69,0.0,3293386690,3283591000,8998000,3307504402
2792238.exe,3552213261,1728610,1120950143,1912726,1120836410,1921538,1253984,15614572,4202547144,113031,3550285412,42079,31389,13554063158,4612,34.76,14.68,14.28,0.59,0.0,1136245468,1126697000,8997000,1150782277
2900204.exe,4869668855,1676697,1931825842,2048036,1930435629,2057120,676776,20881857,6189776893,210781,4861406611,32128,40811,14897020873,1112,51.38,21.99,21.38,0.85,0.0,1670875531,1669055000,1000000,1685230402
2950717.exe,3930722261,1092749,1213334477,1652753,1210911051,1654233,514745,12884674,3732293649,103222,3919185816,22223,26669,12091067106,1112,31.36,13.39,13.02,0.52,0.0,1010820428,1006218000,3996000,1024978794
3093096.exe,1751877642,2716855,629339722,1427604,628022936,1425176,2987520,11372845,2138366976,103529,1735164329,106235,32972,5577611916,13800,17.82,7.52,7.31,0.33,0.0,578363546,550050000,28002000,592470739
3094511.exe,2326619503,872692,911939348,1554921,908164924,1560509,844705,8433152,2054350204,63856,2307748011,22455,16943,5983764466,2518,17.25,7.41,7.21,0.29,0.0,552801717,545423000,6992000,567006031
3095657.exe,2526922625,759218,614429051,1369310,612830557,1370805,467981,7473399,1924315554,59759,2524280409,13086,13808,5792245418,1109,15.11,5.98,5.79,0.27,0.0,518010221,515532000,1998000,532039658
3097233.exe,5167661197,2008612,2033527506,2122032,2031638053,2125812,852793,22787714,6627863708,167256,5163718909,38128,55060,16004876040,2088,53.97,22.71,22.06,0.92,0.0,1790679998,1783967000,5996000,1804868407
3170097.exe,1617735436,911519,309355414,1398587,309521573,1404754,378406,7942710,2148041852,63449,1618867692,41277,18775,5871977493,4038,17.54,6.6,6.39,0.3,0.0,581081597,576705000,3997000,595141819
3264125.exe,4829131543,1531140,1414111116,1904721,1412346143,1890648,512317,17810574,5311855637,264845,4821627815,30482,35474,13481827461,1106,43.66,18.42,17.92,0.73,0.0,1436779605,1434221000,2000000,1451030228
3292593.exe,3029350253,858840,911194021,1475261,908545970,1476060,382979,9765434,2695420805,67152,3019422811,15707,20082,8776127080,1105,22.6,9.84,9.57,0.37,0.0,727241903,724881000,1999000,741589845
3521391.exe,2127428581,2819634,219480910,2636673,221082920,2642543,1095384,34647109,10076676083,255083,2127783001,48765,72417,3400873186,2082,75.83,28.83,27.85,1.39,0.0,2717096037,2711212000,4998000,2731477504
3525212.exe,1315014432,764786,208841931,1317157,208851960,1317105,340417,6303948,1664768727,51528,1318212008,37947,16832,4861454273,4041,13.8,5.4,5.24,0.23,0.0,449941272,440637000,8992000,464068691
3634165.exe,3360953080,2087286,1230953944,2076011,1231425607,2087388,751690,22397074,6384683420,163368,3359580591,55994,46750,9088323844,4040,51.44,21.34,20.74,0.88,0.0,1726644122,1715840000,9993000,1740822033
3634876.exe,2615875229,1084341,610111382,1474253,610160000,1465688,408436,9116964,2677815577,73358,2617205902,40370,23262,8657560949,4036,23.39,9.62,9.36,0.37,0.0,723479814,717915000,4999000,737546160
3636799.exe,3931284932,1286894,1214209336,1652388,1211526431,1648790,710330,13716773,3845311344,406276,3918924221,28112,28326,11690699801,2089,32.47,14.05,13.68,0.53,0.0,1039097046,1034541000,4002000,1053452889
3888895.exe,3131597816,998649,814170266,1493421,812511869,1498716,714436,10211894,2867379195,73600,3113491654,20006,20041,9583816876,2091,24.12,10.48,10.19,0.4,0.0,774339281,770894000,2999000,788595298
3889984.exe,4865697764,1723969,1831419325,2011967,1829343763,2002222,604952,20369429,6008736186,151341,4862323142,29650,42696,14601275983,1110,49.21,20.69,20.1,0.83,0.0,1620688393,1617828000,1999000,1635039351
3890693.exe,2818375048,997154,810358530,1501582,810486413,1505883,401433,9685498,2727947971,70894,2824050290,28313,22566,9474507268,2085,22.94,9.94,9.67,0.38,0.0,739667536,734228000,5001000,753685601
3891304.exe,6320148738,2846983,2634793312,37878780,2633965707,37859783,813769,30372807,9265993576,217445,6314113173,54557,61768,16672454473,2123,76.37,32.15,31.25,1.28,0.0,2502157618,2497429000,3999000,2516451143
4000875.exe,1822651639,1148172,210305765,1501477,211419861,1496158,670787,10336175,2809266776,94235,1812328844,20465,20972,5863366344,2084,21.9,8.67,8.4,0.39,0.0,760089561,753540000,5996000,774539880
4003727.exe,3561850323,1257603,1226170562,1727600,1225732791,1722106,555223,14714473,4252657346,109697,3560663620,17806,28710,9889562161,1110,35.13,14.98,14.56,0.59,0.0,1149803723,1144180000,4996000,1164138787
4091662.exe,2628351362,842459,610164378,1378589,608692693,1381197,703384,8108457,2073643415,70317,2618626826,18709,14623,6782851015,2089,17.33,7.44,7.22,0.29,0.0,560202382,552835000,6997000,574381178
4162675.exe,4967544870,1832581,1831785951,2092974,1830465802,2088636,598958,22275777,6644181039,163017,4960495446,36883,45297,13998076752,1106,54.06,22.63,21.98,0.92,0.0,1800764436,1797797000,1998000,1814990945
420703.exe,4366817398,1774499,1630663902,2062897,1629603615,2065398,750564,21331485,6182047554,144908,4365674913,28804,41281,12201490246,1107,49.93,20.3,19.69,0.85,0.0,1668374222,1665417000,1999000,1682785056
4225221.exe,1524658490,807358,209195466,1379880,209943593,1378005,658797,7765832,2083468346,53952,1516376012,17678,18304,5678331919,2087,16.17,6.32,6.12,0.29,0.0,562966801,558591000,3997000,577091320
4236232.exe,1617869613,944136,705462089,1533607,705620101,1532874,492588,7226288,1872763355,50731,1621242352,25844,14526,4767819934,3007,16.11,6.36,6.18,0.26,0.0,506066442,500684000,4996000,520337536
423802.exe,1921539603,1514484,212696380,1809023,213687907,1788366,876512,16613447,4646493905,128989,1918829767,26668,31251,3472190991,2083,35.81,13.81,13.36,0.65,0.0,1256610372,1251103000,5000000,1270720644
4238463.exe,1816244282,847337,209273189,1384056,209498772,1380635,361123,7456623,2028886265,60187,1818026436,39347,27872,5657556904,4034,17.41,6.97,6.78,0.28,0.0,548835815,543507000,4995000,563039342
4262237.exe,308261763,856755,206599454,1300741,206996898,1291359,499472,6228567,1528013136,63237,308566156,19568,18337,2044119766,2087,11.19,3.94,3.79,0.22,0.0,413019374,408662000,3996000,427310890
4313247.exe,1622594090,744030,709329348,1557568,706963766,1548244,519435,7640094,2026588255,56759,1613286758,16436,15012,4963350713,1541,16.8,7.02,6.82,0.28,0.0,547533086,543006000,4000000,561868400
4356413.exe,3131971087,790752,609989204,1450501,609142166,1453685,511030,9336565,2534465452,72780,3121043647,13487,16995,8477409123,1110,21.18,8.91,8.65,0.35,0.0,684421358,679852000,3999000,698718254
4445213.exe,1821757094,587093,207396200,1289526,208923886,1295204,339393,6228999,1577701912,50950,1814011139,8168,11215,4159381463,1104,12.06,4.66,4.51,0.22,0.0,426842172,422564000,3995000,440959131
4507097.exe,3928655776,1173836,1211849956,1654392,1209574582,1651680,488737,13262595,3839201550,214092,3923171682,21330,25801,12088704276,1106,31.76,13.47,13.11,0.53,0.0,1035720332,1032200000,2997000,1049880593
4509369.exe,2616454988,1065648,610116928,1468497,610140915,1472251,417273,9823386,2666380386,78446,2616870675,40772,25892,8858673270,4034,22.75,9.16,8.9,0.37,0.0,720994321,715604000,5004000,735257801
4515279.exe,2617260474,901466,708185427,1461801,708172745,1451646,268054,8813760,2522233675,68773,2616742076,26783,20554,8455573989,2084,20.85,8.93,8.69,0.35,0.0,680910745,677404000,2997000,695178469
4647849.exe,1623532617,898280,210016464,1361232,210339458,1364184,869127,7636583,1993218071,64950,1608225527,32106,26344,4766194085,4038,15.58,6.28,6.08,0.28,0.0,537464077,529075000,8001000,551607976
4650689.exe,4766638651,1792601,1832226349,1988580,1830658858,1983778,738579,20000497,5875889289,404947,4760672847,36358,42338,14302029316,2089,48.66,20.48,19.89,0.82,0.0,1591309166,1587679000,2999000,1605724256
4652850.exe,1312983730,657706,207721338,1312549,207760293,1317528,327772,6208392,1662519815,46322,1315616372,22505,14397,4347160669,2088,14.1,5.59,5.42,0.23,0.0,448058715,446583000,2007000,462155650
4654699.exe,2032569287,773288,411643189,1366863,410466293,1369326,656845,7539369,1932903446,53206,2018747439,14777,14157,6189345496,2082,15.68,6.55,6.37,0.27,0.0,520962168,519511000,2001000,535214379
4661480.exe,2526659972,924387,611741247,1432098,610528315,1425710,572696,8677728,2309832402,63273,2513480631,20852,17709,7774369866,2086,19.38,8.33,8.11,0.32,0.0,624177862,620857000,4005000,638308036
469482.exe,1616942517,874502,209795162,1376101,209748018,1375622,452619,7348072,1972709589,59153,1618572280,39481,20673,4956197556,4039,16.07,5.95,5.76,0.27,0.0,532536535,529169000,4008000,546769959
4833711.exe,6354669344,2955985,2473269670,3146886,2472791699,3128053,1172279,26602253,7508110280,201367,6353996197,45612,73294,18868833157,5004,62.75,26.95,26.21,1.04,0.0,2026018168,2023779000,5009000,2040055301
4860949.exe,3257697794,1488774,1226401847,1698403,1226370921,1698748,449434,13983126,4059580354,97949,3259994430,22267,38930,9986458095,2088,35.04,14.03,13.64,0.56,0.0,1092672281,1091710000,2001000,1106859049
496976.exe,2324741776,688870,208446849,1370056,210195451,1382162,522993,7710433,1963293193,62665,2312342436,9830,16918,4759618109,1108,15.01,5.71,5.53,0.27,0.0,527884601,524150000,4001000,542116168
5230409.exe,2613859535,1062048,610544408,1498880,610826675,1482771,492718,9638463,2670601233,77037,2617836246,43700,32009,8855148463,4035,22.96,9.15,8.88,0.37,0.0,720511452,715095000,6009000,734748743
5247010.exe,1366960908,1052822,964471820,1558132,962094575,1559738,827904,9619068,2379373106,71991,1361631954,28196,19545,7236867207,2811,19.58,8.22,8.0,0.34,0.0,644555104,638833000,6007000,658803636
5345045.exe,1721769096,813627,610095210,2058129,608974200,2057023,668011,9286638,2411821606,66368,1714716193,17402,17975,6874190815,1543,19.44,8.06,7.83,0.34,0.0,650321489,647728000,3003000,664618954
5363537.exe,3829714990,1151422,1212643155,1646642,1209946363,1636742,470497,12829018,3684896934,98593,3822112872,19804,26426,11685499375,1113,30.47,12.88,12.53,0.51,0.0,993534806,992307000,2002000,1007689894
5483912.exe,306146691,655155,205733941,1315668,205684103,1318600,267249,6004883,1626388949,46058,305911944,22416,14767,2233249130,2088,12.45,4.15,4.0,0.22,0.0,439677163,435805000,4007000,453778435
5484546.exe,4172864252,1610839,1733850864,1859342,1731494840,1849935,686855,17442634,5012318329,129436,4164833569,28643,35766,11623726093,2086,40.54,16.82,16.34,0.7,0.0,1354086354,1353073000,2001000,1368252759
5705660.exe,1808891914,717107,307494591,1349135,307592430,1342520,227600,6246590,1756524548,46691,1817363514,22392,14734,5939236537,2084,14.94,5.91,5.74,0.24,0.0,473463837,472641000,999000,487712771
5790859.exe,3830643170,1443038,1215512625,1690606,1214412493,1683553,662862,13346106,3768169275,183306,3819543709,26659,33463,11389411945,2088,31.78,13.69,13.32,0.53,0.0,1017427609,1015891000,2001000,1031776967
5842014.exe,2734373408,854910,812930046,1481725,811070449,1478016,407059,9541307,2770194346,68511,2724139604,13124,19071,8294811822,1105,23.52,10.19,9.91,0.38,0.0,747922397,744264000,4001000,762322030
5936624.exe,2615180804,1059028,609976845,1491903,610145712,1495643,435462,9712345,2666515678,75455,2617636380,41569,22667,8854680428,4036,23.24,9.24,8.98,0.37,0.0,720116415,716244000,4001000,734498808
6002652.exe,1318442099,763389,209254112,1332835,209314098,1332166,357393,6208875,1624626298,52035,1315675198,38943,16872,3953365004,4036,13.3,4.97,4.8,0.23,0.0,438458140,432445000,6006000,452652135
6007350.exe,2634578333,767297,812068355,1422944,809923619,1424309,523597,8425839,2283974972,59739,2627944113,15252,16666,6902276412,1112,18.9,7.9,7.68,0.32,0.0,613346632,609345000,4002000,627687727
6191697.exe,4479518511,1693835,1514548952,37003069,1513557833,36926232,764078,20713237,6040520085,148008,4474254868,31739,41738,12536024674,1110,50.6,21.3,20.72,0.83,0.0,1629651436,1629101000,1000000,1644031863
6441583.exe,3930074104,1148921,1211539171,1654498,1209693238,1648258,450897,13306095,3830977866,110763,3924043629,22390,28760,12089884108,1108,32.44,13.81,13.44,0.53,0.0,1038054911,1035251000,3000000,1052274854
6444964.exe,1612486685,865092,209472355,1377067,209615030,1381108,522938,7453492,1975936186,58715,1619564010,39189,20973,4953245762,4037,16.49,6.3,6.11,0.27,0.0,532014272,525016000,7013000,546305125
6468699.exe,1616973679,851334,209279702,1385927,209242926,1385537,364956,7626333,2092151790,62317,1615285039,40466,29052,5751145842,4037,17.24,6.47,6.26,0.29,0.0,565225371,558258000,7003000,579281693
6614534.exe,3128107670,1105600,913198385,1523052,911028234,1520533,677180,10468947,2843606976,73998,3117033084,21247,28771,9074067180,2087,23.6,9.91,9.62,0.4,0.0,766718530,763696000,2998000,781101252
6687094.exe,2522021201,1028517,611859381,1489747,611823763,1487565,370430,9374381,2665649119,76695,2523542418,43197,32001,8576747690,4036,22.82,9.09,8.83,0.37,0.0,720930608,714923000,6007000,735041886
7112423.exe,1820482550,779685,706293804,1557332,704209254,1560339,647653,7802271,1968699439,57689,1816038293,11542,13448,5175103558,1541,16.28,6.86,6.67,0.27,0.0,532665901,529476000,2997000,546953877
7197652.exe,1014332529,745520,809797497,1316812,805699801,1310168,640461,6451425,1631633634,45756,1008361909,14727,12611,4163605937,2087,13.21,5.38,5.22,0.23,0.0,440892546,438652000,1998000,455335874
7427522.exe,1616878730,769265,210090761,1327403,210113204,1327136,388326,6160466,1650520504,49494,1621063202,38533,22743,5363117487,4037,13.64,5.33,5.17,0.23,0.0,447380882,445334000,2001000,461427840
7491568.exe,2122266561,1007425,710446891,1594748,708254560,1590031,935563,8723236,2165051022,65679,2109659972,26964,19016,5959295832,2664,18.45,8.07,7.86,0.31,0.0,585824554,579664000,6006000,600130918
7743700.exe,3830984996,1145908,1212351904,1643295,1210314559,1651751,567825,13002801,3858095562,139306,3819430144,16961,25843,11685781176,1106,32.6,14.3,13.91,0.53,0.0,1041609318,1040616000,1000000,1055806688
7870660.exe,3828151724,1184459,1211750548,1655525,1209659351,1646422,498143,12933608,3783522058,97392,3822911464,20350,26387,11683508752,1112,31.63,13.66,13.29,0.52,0.0,1020897102,1017637000,2998000,1035148716
7947064.exe,3430872478,1219181,1012963826,1655001,1010622485,1647267,504940,13096894,3745020177,90113,3421412792,20624,24792,9592623874,1108,31.15,13.23,12.87,0.52,0.0,1012535136,1011414000,1000000,1026859495
8030039.exe,4724865064,1721055,1713176922,2088697,1712511218,2082909,762289,15746806,4383596101,111609,4719385081,36098,35299,12676005142,2805,36.07,15.18,14.75,0.61,0.0,1189314391,1184343000,5001000,1203605772
8090613.exe,5214044556,2364102,2033537825,36703895,2032572760,36665614,876116,27465081,8173678017,198726,5213202135,46321,56051,14845170621,2088,66.81,28.04,27.24,1.13,0.0,2210163886,2206424000,4000000,2224441429
8095868.exe,4869165318,1779170,1832853814,1989485,1830662236,2000408,864257,20783180,5990927536,141865,4858914790,35576,40898,14698085169,2082,49.36,21.06,20.47,0.83,0.0,1615401978,1612352000,3000000,1629858156
848046.exe,4766324022,1846033,1832473037,2011350,1830474590,2008716,877249,20766997,5959343147,362898,4762186442,35593,39387,14603523323,2088,49.31,20.69,20.11,0.83,0.0,1610132800,1605927000,3999000,1624454679
8523429.exe,4230536778,1686121,1515133327,2094160,1515237774,2072605,728438,14991962,4279053944,112105,4216841151,39184,31078,12887976679,2812,35.26,14.87,14.45,0.6,0.0,1157774408,1153552000,3998000,1172126523
